# Synthetic cluster MASSCLEAN parameters:
# z = 0.008
# log(age) = 8.0
# Av = 1.0 / E(B-V) = 0.32
# d = 3 kpc / d_m = 12.39
# M = 500 Mo
#
#id   x         y         V      eV    BV     eBV
195   1009.85   1035.72   18.77  0.05  0.90   0.11
196   926.73    1002.16   18.71  0.20  0.97   0.06
197   1060.36   920.06    18.91  0.11  0.91   0.13
198   1106.65   962.20    18.75  0.09  1.04   0.12
199   1022.02   939.87    18.63  0.10  1.14   0.11
1100  1034.96   970.37    18.41  0.08  0.97   0.06
1101  1082.08   982.71    18.34  0.05  0.87   0.06
1102  1014.58   1025.44   18.32  0.07  0.79   0.05
1103  1037.71   980.97    18.31  0.09  0.82   0.10
1104  1114.46   1006.84   18.08  0.08  0.85   0.06
1105  1057.39   1100.54   18.17  0.12  0.73   0.08
1106  1120.44   1086.32   17.97  0.06  0.88   0.08
1107  1020.17   980.64    18.11  0.05  0.70   0.10
1108  962.90    1086.78   18.00  0.06  0.81   0.07
1109  970.00    1020.29   17.88  0.04  0.82   0.05
1110  1060.12   999.03    17.73  0.05  0.78   0.06
1111  951.16    1008.81   17.61  0.09  0.72   0.09
1112  826.32    1024.17   17.70  0.04  0.53   0.07
1113  1054.24   978.93    17.62  0.16  0.71   0.10
1114  980.37    1083.82   17.43  0.08  0.74   0.05
1115  925.64    1045.56   17.58  0.06  0.84   0.04
1116  919.39    1033.73   17.41  0.06  0.61   0.08
1117  1020.97   971.77    17.41  0.13  0.76   0.04
1118  903.39    1000.58   17.32  0.05  0.73   0.06
1119  966.30    1002.13   17.28  0.10  0.64   0.12
1120  1068.34   952.55    17.07  0.07  0.74   0.09
1121  1053.35   1107.56   16.98  0.09  0.73   0.09
1122  1058.26   827.61    17.10  0.06  0.65   0.06
1123  938.94    1054.60   17.00  0.06  0.63   0.04
1124  982.20    1089.71   16.90  0.04  0.53   0.08
1125  1025.43   885.34    16.66  0.09  0.66   0.04
1126  940.90    965.61    16.69  0.03  0.62   0.06
1127  1013.12   1118.30   16.72  0.03  0.62   0.03
1128  1076.74   1126.78   16.63  0.03  0.69   0.05
1129  1143.82   1020.50   16.56  0.04  0.62   0.06
1130  1109.46   1048.49   16.36  0.04  0.39   0.08
1131  1007.52   1016.26   16.38  0.05  0.46   0.05
1132  1071.04   1143.74   16.27  0.05  0.53   0.05
1133  1157.20   1146.56   16.20  0.04  0.40   0.08
1134  1032.29   1148.45   16.08  0.03  0.52   0.03
1135  1026.09   985.26    16.04  0.05  0.44   0.08
1136  1046.33   954.62    16.01  0.06  0.42   0.05
1137  1139.06   1189.02   15.88  0.04  0.44   0.05
1138  962.17    864.17    15.82  0.05  0.42   0.03
1139  988.20    963.95    15.76  0.03  0.43   0.07
1140  888.46    1002.79   15.69  0.09  0.48   0.04
1141  929.49    1022.70   15.67  0.03  0.36   0.06
1142  937.64    1175.22   15.54  0.07  0.38   0.05
1143  1039.36   1075.58   15.56  0.04  0.36   0.03
1144  1084.34   1027.70   15.33  0.04  0.32   0.04
1145  1095.48   1008.18   15.37  0.03  0.37   0.04
1146  918.62    1048.54   15.27  0.04  0.31   0.03
1147  947.76    1045.49   15.19  0.04  0.30   0.04
1148  1107.30   958.57    15.15  0.03  0.30   0.03
1149  870.35    1108.54   15.06  0.04  0.27   0.03
1150  1064.52   1159.93   14.99  0.04  0.30   0.03
1151  1025.88   978.26    14.93  0.04  0.31   0.04
1152  1110.20   1138.33   14.81  0.04  0.22   0.03
1153  999.37    1169.10   14.72  0.03  0.27   0.02
1154  1018.70   925.51    14.74  0.03  0.29   0.05
1155  1066.05   1060.00   14.67  0.05  0.27   0.05
1156  1246.17   994.41    14.51  0.03  0.20   0.05
1157  928.46    1000.80   14.43  0.04  0.13   0.06
1158  866.96    986.63    14.24  0.04  0.20   0.03
1159  1178.96   918.64    14.24  0.03  0.23   0.02
1160  1022.01   917.58    14.15  0.02  0.21   0.03
1161  1005.12   890.54    13.90  0.03  0.20   0.03
1162  1164.84   1004.04   13.82  0.03  0.21   0.02
1163  1181.63   1003.79   13.68  0.03  0.19   0.04
1164  995.84    1074.24   13.56  0.02  0.16   0.07
1165  1062.86   930.62    13.20  0.06  0.20   0.04
1166  849.91    1097.75   13.25  0.03  0.16   0.05
1167  930.27    992.56    12.86  0.07  0.18   0.04
1168  1028.71   1029.61   12.50  0.04  0.16   0.03
1169  1024.59   957.28    12.09  0.02  0.14   0.02
1170  1184.10   1041.68   10.34  0.02  1.51   0.02
20    834.21    1785.29   9.30   0.04  1.15   0.02
21    1897.72   1203.84   10.50  0.03  1.47   0.02
22    1904.85   57.50     9.00   0.03  0.30   0.02
23    35.44     1747.34   9.33   0.03  0.24   0.02
24    286.17    1902.95   11.41  0.02  1.57   0.02
25    1851.71   1588.45   12.39  0.03  2.10   0.03
26    1190.64   43.27     9.46   0.02  0.11   0.05
27    1962.63   1058.40   10.46  0.02  0.86   0.02
28    982.48    1513.32   10.97  0.03  1.07   0.04
29    582.42    253.62    10.06  0.02  0.42   0.02
210   566.83    1312.50   9.58   0.03  -0.04  0.03
211   1039.33   675.02    10.09  0.05  0.16   0.02
212   1672.41   410.39    13.49  0.04  2.00   0.03
213   1689.46   1239.38   10.42  0.04  0.11   0.03
214   815.79    246.17    10.37  0.03  -0.11  0.03
215   961.60    94.30     10.98  0.03  0.29   0.02
216   1728.85   1112.62   10.26  0.03  -0.22  0.03
217   1650.79   1227.15   11.01  0.02  0.13   0.04
218   111.80    2020.08   13.17  0.04  0.98   0.02
219   31.51     674.96    15.07  0.05  2.05   0.06
220   1915.61   1125.65   14.15  0.04  1.65   0.04
221   583.40    1565.83   13.95  0.03  1.58   0.05
222   213.79    76.76     11.91  0.03  0.29   0.03
223   280.73    1995.99   15.03  0.03  1.90   0.04
224   270.17    1014.39   12.32  0.04  0.27   0.04
225   1417.71   471.98    13.38  0.04  1.04   0.03
226   543.93    2016.43   11.66  0.02  0.16   0.02
227   899.15    470.57    14.03  0.06  1.42   0.04
228   1404.65   1610.28   13.29  0.05  0.88   0.03
229   128.57    1314.55   13.85  0.03  0.88   0.03
230   1615.51   736.97    14.78  0.03  1.29   0.05
231   1509.71   899.64    12.29  0.02  -0.02  0.02
232   1940.56   293.40    13.05  0.03  0.64   0.03
233   291.52    1759.40   11.41  0.02  -0.44  0.02
234   348.38    1570.01   13.31  0.02  0.71   0.04
235   745.10    1154.60   11.98  0.02  -0.23  0.03
236   1026.19   95.31     13.93  0.03  0.96   0.03
237   1580.14   1888.39   15.47  0.03  1.80   0.04
238   1394.75   198.76    12.81  0.02  0.15   0.02
239   1018.64   836.56    13.54  0.02  0.52   0.05
240   1937.92   1180.47   14.26  0.02  0.93   0.05
241   996.19    906.32    13.32  0.05  0.30   0.04
242   1141.68   743.95    12.86  0.03  0.11   0.03
243   1240.40   836.66    12.88  0.02  0.18   0.06
244   1596.71   1449.47   12.67  0.05  0.07   0.02
245   16.46     756.82    13.29  0.03  0.87   0.04
246   143.91    1149.71   13.03  0.03  0.21   0.02
247   1012.62   1227.56   12.86  0.02  0.10   0.03
248   892.00    341.52    14.02  0.03  0.85   0.03
249   662.36    761.34    15.64  0.05  1.75   0.05
250   1680.49   1119.81   15.60  0.06  1.47   0.03
251   963.80    1088.69   13.59  0.05  0.56   0.05
252   951.81    404.54    17.08  0.06  2.22   0.05
253   1735.29   804.64    14.48  0.03  0.48   0.03
254   1956.96   914.85    13.45  0.03  0.26   0.02
255   1918.79   348.02    14.06  0.04  0.35   0.02
256   1883.05   1819.61   16.57  0.03  2.06   0.07
257   31.80     893.96    12.69  0.02  -0.30  0.03
258   287.81    376.60    17.85  0.04  2.52   0.09
259   818.10    382.13    13.91  0.07  0.40   0.07
260   149.51    1955.99   13.40  0.03  0.19   0.02
261   300.90    460.00    14.94  0.03  0.79   0.03
262   1212.57   1857.40   18.99  0.12  3.29   0.07
263   1994.89   1545.03   13.68  0.03  0.31   0.03
264   656.55    312.60    14.93  0.02  0.82   0.03
265   1319.20   1668.38   15.49  0.03  1.22   0.03
266   1730.93   1452.31   14.91  0.02  1.04   0.07
267   81.19     936.21    13.75  0.02  0.28   0.05
268   7.62      468.30    13.24  0.04  -0.16  0.04
269   15.80     1761.52   12.94  0.02  -0.23  0.04
270   1873.80   244.21    16.63  0.06  1.86   0.06
271   1978.08   765.98    14.02  0.06  0.40   0.03
272   376.81    1003.27   14.22  0.02  0.22   0.04
273   592.16    1954.09   17.51  0.09  2.17   0.10
274   767.38    927.94    13.31  0.03  -0.21  0.02
275   731.81    515.97    18.33  0.05  2.52   0.08
276   321.57    587.35    15.85  0.04  1.00   0.03
277   265.60    433.16    14.20  0.03  0.33   0.06
278   470.59    337.17    13.39  0.03  -0.16  0.03
279   1190.64   405.60    13.67  0.03  -0.03  0.03
280   564.09    1848.92   14.37  0.04  0.23   0.04
281   671.67    632.16    20.35  0.12  3.90   0.19
282   310.92    1585.47   13.22  0.03  -0.22  0.03
283   1116.04   1726.60   17.51  0.04  1.91   0.07
284   2010.51   576.42    17.66  0.11  2.02   0.04
285   1330.51   1336.86   13.53  0.05  -0.18  0.02
286   178.57    146.21    19.22  0.11  3.03   0.12
287   1766.69   486.76    14.33  0.07  0.54   0.03
288   196.39    185.33    14.69  0.04  0.86   0.03
289   541.12    1512.63   16.06  0.06  1.02   0.07
290   756.04    319.67    14.24  0.02  0.33   0.04
291   1860.27   827.20    14.14  0.04  0.07   0.05
292   212.28    1544.18   14.12  0.04  0.55   0.04
293   1817.55   481.44    15.55  0.03  1.01   0.04
294   23.54     678.77    14.76  0.02  0.34   0.03
295   1522.72   1899.11   14.20  0.05  0.40   0.04
296   968.33    793.85    18.80  0.10  2.89   0.08
297   1790.36   332.93    14.47  0.03  1.17   0.04
298   955.96    1092.54   15.00  0.03  0.78   0.07
299   1663.28   2004.32   14.58  0.03  0.88   0.04
2100  1575.59   511.41    19.65  0.07  3.18   0.14
2101  1546.38   98.06     19.64  0.13  2.88   0.14
2102  735.91    410.30    15.33  0.08  0.50   0.03
2103  354.78    760.77    15.28  0.05  0.42   0.03
2104  610.07    246.51    14.78  0.04  0.38   0.05
2105  281.46    1054.12   15.85  0.03  0.70   0.04
2106  784.27    728.28    17.64  0.15  1.89   0.07
2107  365.68    1833.48   14.88  0.04  0.82   0.04
2109  892.79    842.61    13.46  0.04  -0.34  0.03
2110  80.55     1423.81   14.73  0.05  0.23   0.06
2111  1994.96   739.05    16.01  0.05  0.87   0.04
2112  529.30    944.98    14.70  0.03  0.28   0.07
2113  492.81    1216.68   15.31  0.03  0.70   0.05
2114  1648.70   424.32    18.26  0.11  2.16   0.05
2115  1961.54   153.30    14.54  0.05  0.21   0.03
2116  399.30    1113.20   15.19  0.06  0.48   0.04
2117  2025.52   423.07    18.01  0.08  2.11   0.11
2118  1496.76   163.23    14.87  0.03  0.47   0.03
2119  1393.73   601.70    14.53  0.02  0.11   0.04
2120  1918.02   1827.27   19.78  0.17  2.80   0.15
2121  867.10    1014.46   14.35  0.05  -0.10  0.06
2122  1500.89   1414.24   14.87  0.04  0.84   0.07
2123  1272.84   1204.59   16.98  0.06  1.36   0.06
2124  395.72    1254.95   17.69  0.05  1.75   0.05
2125  1631.43   522.49    13.79  0.03  -0.31  0.02
2126  1837.88   587.75    16.61  0.07  1.23   0.03
2127  1115.06   1544.45   17.55  0.04  1.63   0.05
2128  1589.53   996.83    17.33  0.12  1.81   0.04
2129  1625.46   825.38    14.68  0.06  0.06   0.04
2130  327.22    389.66    14.91  0.05  0.43   0.03
2131  2007.40   121.53    15.09  0.03  0.93   0.03
2132  1692.97   516.17    15.24  0.05  0.45   0.05
2133  791.39    19.12     16.31  0.04  0.97   0.05
2134  1599.85   1744.11   17.72  0.06  1.74   0.06
2135  1281.25   178.91    18.38  0.06  2.57   0.11
2136  1546.26   24.74     15.96  0.03  0.99   0.04
2137  1289.61   686.63    20.00  0.13  3.04   0.12
2138  422.76    1983.54   15.90  0.06  0.60   0.03
2139  700.73    156.64    15.58  0.03  0.32   0.03
2140  1779.98   716.17    15.69  0.03  0.51   0.04
2141  562.46    1157.72   17.30  0.04  1.46   0.08
2142  869.18    661.08    15.54  0.03  0.66   0.06
2143  1789.50   756.32    19.54  0.11  2.58   0.11
2144  1745.52   59.27     13.93  0.05  -0.52  0.03
2145  907.20    894.85    16.76  0.04  0.82   0.04
2146  132.18    412.07    16.12  0.08  0.59   0.05
2147  428.61    925.29    19.39  0.11  2.68   0.10
2148  1834.90   667.60    20.55  0.12  3.28   0.11
2149  457.90    1505.14   14.40  0.02  -0.26  0.03
2150  66.55     1419.50   14.79  0.03  0.02   0.03
2151  862.22    1613.89   15.84  0.07  0.37   0.03
2152  818.70    761.15    15.32  0.04  0.20   0.05
2153  517.02    615.98    15.15  0.06  0.17   0.06
2154  1282.10   1638.53   14.75  0.03  -0.14  0.05
2155  1945.09   2030.43   18.44  0.08  1.77   0.07
2156  603.97    84.99     16.23  0.07  0.55   0.04
2157  1029.03   1843.43   15.35  0.03  0.35   0.03
2158  270.43    577.67    16.02  0.04  0.68   0.04
2159  1696.23   664.85    15.41  0.07  0.51   0.03
2160  1130.74   577.03    16.13  0.04  0.80   0.03
2161  1807.99   1190.73   17.09  0.04  1.10   0.04
2162  292.33    1624.56   16.02  0.04  0.38   0.08
2163  1971.93   1754.19   18.01  0.05  1.62   0.07
2164  1506.39   1767.58   15.69  0.05  0.60   0.06
2165  928.23    67.54     15.65  0.04  0.43   0.03
2166  938.11    885.09    15.44  0.06  0.47   0.06
2167  1929.29   1133.23   16.09  0.04  0.76   0.06
2168  239.26    764.77    19.74  0.09  2.92   0.16
2170  1016.79   869.95    15.84  0.04  0.64   0.05
2171  1446.42   634.74    18.50  0.10  2.04   0.12
2172  1441.50   588.12    15.94  0.03  0.61   0.03
2173  53.35     1096.25   16.06  0.05  0.58   0.05
2174  890.40    1407.78   15.62  0.03  0.41   0.04
2175  659.45    445.00    18.25  0.06  1.79   0.10
2176  935.09    1732.56   16.53  0.05  0.79   0.04
2177  1805.22   458.91    19.08  0.06  2.33   0.06
2178  833.99    1544.19   19.03  0.07  2.43   0.07
2179  1432.40   3.93      15.22  0.04  0.17   0.03
2180  430.73    1020.58   15.65  0.04  0.47   0.08
2181  490.92    1791.53   17.72  0.06  1.42   0.05
2182  685.69    1134.14   16.93  0.04  1.14   0.03
2183  421.54    9.48      15.97  0.04  0.96   0.07
2184  1176.63   934.81    19.15  0.09  2.27   0.14
2185  1529.83   1367.26   15.82  0.05  0.48   0.05
2186  943.88    49.15     18.74  0.05  2.28   0.06
2187  512.37    1310.43   19.49  0.07  2.51   0.09
2188  145.67    87.00     15.66  0.07  0.47   0.03
2189  758.29    948.94    18.13  0.07  2.09   0.09
2190  1212.18   1646.84   15.38  0.04  0.29   0.02
2191  1713.92   321.18    15.79  0.06  0.55   0.03
2192  1130.27   252.16    17.65  0.05  1.74   0.07
2193  815.84    1887.77   14.41  0.02  -0.23  0.04
2194  597.53    602.36    18.83  0.09  1.93   0.06
2195  152.46    1121.36   15.73  0.03  -0.11  0.06
2196  1462.41   1629.16   18.57  0.09  1.88   0.06
2198  1737.83   77.40     16.45  0.05  0.48   0.06
2199  375.61    37.56     20.98  0.11  2.72   0.36
2200  1130.71   366.24    18.28  0.06  1.48   0.12
2201  676.40    150.28    16.28  0.03  1.04   0.04
2202  1581.47   1935.04   16.29  0.12  0.49   0.07
2204  435.21    1212.38   20.18  0.12  2.55   0.12
2205  905.74    1504.14   19.68  0.10  2.24   0.07
2206  1349.54   29.01     21.20  0.16  3.27   0.18
2207  449.34    923.26    19.38  0.12  2.34   0.11
2209  1670.24   504.17    17.32  0.04  0.90   0.06
2210  1939.41   1160.40   18.92  0.10  2.23   0.07
2211  1422.77   1553.26   15.95  0.05  0.36   0.06
2212  476.56    309.45    16.54  0.04  0.53   0.05
2213  816.87    13.34     17.92  0.09  1.18   0.04
2214  1571.26   640.53    16.38  0.07  0.58   0.04
2215  1465.89   1089.35   19.87  0.17  2.42   0.16
2216  239.28    689.73    16.19  0.07  1.14   0.04
2217  475.54    1949.70   17.92  0.17  1.27   0.06
2218  1330.83   4.63      18.32  0.08  1.52   0.06
2219  889.98    1282.16   18.67  0.11  1.84   0.08
2220  740.91    1832.04   14.75  0.04  -0.54  0.05
2221  1282.62   80.73     16.25  0.08  1.16   0.05
2222  1551.14   898.00    17.03  0.10  0.81   0.04
2223  292.69    1613.76   17.17  0.07  0.78   0.04
2225  1248.71   288.05    19.03  0.14  2.27   0.19
2226  1377.06   908.80    19.52  0.12  2.34   0.12
2227  1476.92   1223.52   16.49  0.07  1.43   0.04
2228  1659.42   1769.12   17.75  0.05  0.82   0.09
2229  909.92    197.52    16.61  0.05  1.61   0.04
2230  380.42    2005.06   16.32  0.07  0.72   0.06
2231  636.15    861.76    17.03  0.07  0.70   0.06
2232  762.83    1951.52   18.51  0.05  1.77   0.09
2233  1630.49   1791.38   16.61  0.04  0.61   0.04
2234  1582.93   1979.39   19.53  0.07  2.33   0.08
2235  541.91    615.93    14.81  0.03  -0.43  0.03
2236  589.70    1183.03   16.59  0.06  0.84   0.05
2237  555.78    259.57    20.79  0.10  3.03   0.18
2238  1542.97   972.26    17.74  0.11  1.19   0.08
2239  1536.69   26.10     16.72  0.03  1.04   0.04
2240  1653.33   1738.58   17.70  0.12  1.31   0.05
2241  1061.76   986.82    16.56  0.05  1.27   0.05
2242  887.10    1941.56   16.79  0.06  0.72   0.03
2243  1882.70   1364.44   16.09  0.04  0.39   0.04
2244  348.19    1845.27   16.36  0.04  0.50   0.06
2245  1686.78   1405.91   16.85  0.04  0.78   0.05
2246  1127.91   1096.76   15.93  0.10  0.46   0.04
2247  1307.12   1805.09   15.64  0.05  0.14   0.07
2248  1033.42   2009.04   16.46  0.08  0.66   0.04
2249  1201.53   29.17     18.74  0.13  1.87   0.07
2250  419.25    387.22    20.87  0.13  2.86   0.17
2251  132.65    1489.20   19.31  0.06  2.34   0.09
2252  1790.01   1958.83   16.03  0.04  0.52   0.04
2253  826.15    1921.62   17.11  0.04  0.96   0.05
2254  646.22    168.91    17.52  0.08  1.08   0.06
2255  600.91    1050.42   15.40  0.10  -0.10  0.04
2256  1528.17   1732.22   20.27  0.29  2.56   0.14
2257  639.67    1423.99   16.20  0.03  0.70   0.04
2258  1412.23   1537.35   17.53  0.04  1.26   0.10
2259  1904.14   1988.73   19.02  0.12  2.06   0.09
2260  150.35    1096.53   16.06  0.03  1.03   0.05
2261  1355.12   74.18     18.58  0.10  1.54   0.07
2263  1184.58   1226.42   17.04  0.04  0.86   0.05
2264  430.29    318.28    16.41  0.03  0.51   0.08
2265  32.38     773.13    17.33  0.08  1.11   0.11
2266  639.08    1030.54   15.61  0.04  0.22   0.04
2267  925.82    1473.62   16.25  0.06  0.41   0.05
2268  1953.44   204.28    19.61  0.12  2.33   0.11
2270  610.75    833.71    18.88  0.18  1.66   0.08
2271  311.71    1553.80   18.70  0.19  1.62   0.12
2272  1943.72   1876.49   19.24  0.11  1.63   0.14
2273  1455.12   1118.33   17.95  0.09  0.94   0.04
2274  1552.04   733.80    18.34  0.08  1.09   0.05
2275  1111.88   1725.48   16.92  0.06  0.45   0.06
2276  1039.58   696.98    16.93  0.04  0.61   0.05
2277  1762.16   913.15    17.19  0.04  0.42   0.06
2278  527.57    771.22    19.53  0.09  1.89   0.15
2279  1824.94   322.49    17.16  0.08  1.97   0.08
2280  865.96    100.99    18.04  0.07  1.27   0.06
2281  710.15    1250.13   19.47  0.13  2.20   0.13
2282  1294.28   199.11    16.46  0.04  0.33   0.05
2283  72.33     116.01    19.41  0.16  1.77   0.12
2284  837.29    73.87     18.60  0.13  1.51   0.09
2285  1991.38   637.01    16.97  0.09  0.65   0.03
2286  424.31    1054.72   20.24  0.14  2.43   0.23
2287  526.75    1188.85   19.85  0.24  2.35   0.25
2288  1918.39   1684.92   17.07  0.07  0.69   0.07
2289  288.05    1846.52   16.25  0.03  0.18   0.04
2290  832.23    1543.69   17.42  0.04  1.64   0.06
2291  1454.64   786.23    17.00  0.12  1.25   0.07
2292  431.18    1238.78   16.88  0.05  0.37   0.04
2293  547.69    329.62    18.06  0.13  1.16   0.06
2294  363.19    942.40    17.66  0.08  0.79   0.07
2295  1326.50   85.44     17.35  0.06  1.06   0.09
2296  1561.37   1616.31   17.11  0.06  1.01   0.07
2297  1806.95   692.49    17.39  0.09  0.80   0.08
2298  1428.71   1033.84   16.97  0.06  1.03   0.06
2299  1343.93   1661.85   18.41  0.06  1.41   0.09
2300  1084.46   673.02    20.47  0.10  2.70   0.14
2301  3.38      1207.18   16.79  0.04  0.51   0.04
2302  1613.43   1106.68   16.78  0.07  0.76   0.06
2303  1447.94   646.10    15.65  0.03  -0.11  0.06
2304  1016.06   638.05    16.45  0.05  0.30   0.07
2305  392.09    1930.88   20.75  0.12  2.98   0.17
2306  700.08    1522.62   15.41  0.03  -0.24  0.06
2307  1785.50   553.19    16.98  0.05  0.80   0.04
2308  1432.57   782.97    16.90  0.04  1.77   0.08
2309  107.44    1058.27   19.24  0.09  1.87   0.08
2310  701.57    24.06     17.22  0.07  1.20   0.07
2311  850.98    222.84    17.44  0.13  1.01   0.11
2312  2034.73   779.56    17.67  0.08  0.73   0.04
2314  1511.74   439.56    16.84  0.05  0.52   0.04
2315  1875.55   1766.31   17.62  0.05  0.75   0.04
2316  1664.35   621.58    18.71  0.09  1.59   0.08
2317  811.09    1463.65   17.10  0.04  0.55   0.06
2318  652.39    1586.13   18.29  0.10  1.46   0.06
2319  231.16    1968.28   17.08  0.06  1.42   0.07
2320  2028.85   416.52    20.71  0.21  2.41   0.14
2321  645.63    107.14    18.34  0.10  1.33   0.11
2322  1945.24   82.75     17.01  0.11  0.67   0.08
2323  302.69    2045.55   18.20  0.05  1.33   0.09
2324  1072.71   729.56    19.28  0.16  1.73   0.11
2325  1537.14   762.75    16.75  0.06  0.37   0.04
2326  1627.64   2014.59   16.77  0.04  0.57   0.05
2327  522.95    377.61    17.79  0.08  1.13   0.10
2328  1163.68   1056.35   19.59  0.07  1.98   0.19
2329  1603.78   160.59    16.79  0.06  0.58   0.06
2331  1130.91   1330.42   17.95  0.06  1.25   0.04
2332  320.51    1957.01   17.07  0.08  0.57   0.05
2333  401.45    2003.82   16.97  0.07  0.56   0.09
2334  800.63    494.24    17.35  0.07  0.57   0.06
2335  684.80    41.24     16.81  0.10  0.64   0.07
2336  1708.91   1495.76   16.03  0.04  -0.11  0.05
2337  281.41    884.54    17.05  0.04  0.66   0.06
2338  524.55    227.60    17.32  0.10  0.62   0.05
2339  1216.37   1377.75   16.70  0.04  0.45   0.06
2341  250.28    1064.82   16.72  0.04  0.48   0.05
2342  1444.33   396.10    14.99  0.05  -0.56  0.04
2344  1499.08   598.05    16.66  0.04  0.39   0.05
2345  1304.30   74.38     16.58  0.05  0.29   0.04
2346  1092.06   1319.82   18.38  0.09  1.13   0.06
2347  201.50    1716.12   20.38  0.18  2.23   0.14
2348  1252.79   1886.28   20.64  0.18  2.61   0.21
2349  470.69    1371.91   16.77  0.03  0.46   0.04
2350  427.18    1010.05   18.77  0.10  1.22   0.10
2351  418.81    584.52    19.80  0.18  2.13   0.11
2353  814.61    384.45    19.50  0.12  1.87   0.09
2354  1073.69   457.32    18.69  0.15  1.32   0.06
2355  1564.46   1619.58   16.11  0.04  0.14   0.09
2356  967.80    1493.05   19.73  0.18  1.97   0.09
2358  422.40    228.89    18.70  0.14  1.48   0.06
2359  1432.77   427.07    16.93  0.10  0.50   0.04
2360  518.75    1689.90   20.15  0.14  1.89   0.15
2361  1022.11   0.33      16.91  0.06  0.49   0.06
2362  969.05    939.07    17.52  0.11  0.92   0.05
2363  861.97    540.86    20.19  0.11  2.14   0.11
2364  68.27     1471.33   18.28  0.05  1.43   0.06
2365  707.08    251.95    17.59  0.05  0.63   0.07
2366  1380.81   1944.66   14.95  0.03  -0.53  0.03
2367  1872.54   134.76    16.54  0.04  0.47   0.08
2368  260.35    1582.12   16.77  0.04  0.45   0.07
2369  529.80    398.64    18.18  0.11  1.21   0.08
2370  1054.58   679.23    19.64  0.07  2.00   0.13
2371  248.99    1436.43   20.68  0.19  2.71   0.18
2372  188.85    526.84    18.25  0.10  1.19   0.05
2373  1252.18   759.24    16.11  0.08  0.19   0.03
2374  1974.21   458.69    17.22  0.04  0.60   0.06
2375  102.07    571.47    16.60  0.07  0.12   0.03
2376  347.91    863.78    19.99  0.07  2.10   0.09
2377  1874.98   32.68     19.30  0.08  1.35   0.07
2378  574.70    1471.95   17.89  0.06  2.00   0.08
