# id  x  y  V  eV  BV  eBV
1107  1116.399718  1070.132961  17.959254  0.066975  1.178468  0.061372
1108  1047.976960  1105.668997  17.621371  0.083107  1.381816  0.065447
1109  1057.270784  1035.715215  17.875660  0.056525  1.185854  0.058374
1110  1070.410035  1144.071045  17.588979  0.052571  1.163590  0.058390
1111  1041.251615  1043.575788  17.604916  0.073588  1.205542  0.044781
1112  998.694666  1105.552282  17.443314  0.084121  1.134110  0.073095
1113  1042.686689  932.389274  17.418112  0.048363  1.185368  0.036669
1114  1087.139840  1036.713390  17.438860  0.053884  1.211954  0.144433
1115  1213.369610  1014.526198  17.230964  0.037299  1.042945  0.060301
1116  1042.859643  1029.966664  17.147674  0.072434  1.162318  0.116718
1117  1049.107722  1097.202831  17.024508  0.061536  1.171701  0.054454
1118  969.922048  1059.914588  17.066959  0.048499  1.004514  0.055278
1119  1089.053286  974.488904  17.016877  0.044526  1.047836  0.035468
1120  1050.482299  1118.840197  16.829671  0.052476  1.034751  0.040098
1121  848.009134  1120.915825  16.911287  0.070162  1.057147  0.037621
1122  939.811615  1056.455619  16.855288  0.050402  1.032286  0.070414
1123  928.723067  1171.973775  16.603911  0.065078  0.992383  0.055430
1124  1114.940498  1044.647444  16.494734  0.041799  1.013577  0.048746
1125  1066.761032  1114.401485  16.325311  0.044456  1.032014  0.062288
1126  959.461560  1135.509094  16.394722  0.064974  1.005175  0.058377
1127  1098.678477  965.200404  16.307927  0.029910  1.133914  0.090520
1128  910.954701  1005.409423  16.171302  0.065147  0.916911  0.042833
1129  1022.043791  1010.170388  15.979693  0.030544  0.827236  0.031765
1130  1169.757553  915.395113  16.097564  0.037202  0.959129  0.080910
1131  930.637988  961.616384  15.805312  0.055883  0.854639  0.030289
1132  1036.911493  1027.615724  15.741769  0.037198  0.895992  0.033739
1133  847.454863  981.408276  15.594687  0.026285  0.873154  0.045218
1134  993.554063  1096.929341  15.635676  0.045417  0.816339  0.034852
1135  1056.066703  1063.703040  15.470775  0.131260  0.958861  0.053833
1136  988.770038  968.889999  15.243225  0.046215  0.784982  0.035915
1137  949.874852  912.946565  15.245194  0.028072  0.816800  0.059528
1138  938.589594  1107.879260  15.232308  0.023861  0.745040  0.032250
1139  1102.677750  890.453381  14.984863  0.031319  0.681882  0.024696
1140  1014.591713  988.944650  14.907688  0.027348  0.689599  0.025635
1141  1115.849503  922.487357  14.791023  0.049803  0.697739  0.058171
1142  939.521167  940.821340  14.747082  0.026496  0.682518  0.022307
1143  919.759852  1134.058619  14.656383  0.024577  0.639560  0.055990
1144  1069.350011  982.969528  14.502123  0.042369  0.597652  0.024490
1145  975.284204  952.981176  14.425506  0.027527  0.577991  0.024704
1146  1050.242806  953.262326  14.356964  0.023927  0.588293  0.035542
1147  1114.992108  838.449705  14.148963  0.050523  0.460894  0.044128
1148  872.194089  1137.860362  14.056770  0.022982  0.396531  0.053607
1149  1024.590930  1107.099095  13.986698  0.026323  0.491907  0.040156
1150  1091.698156  1171.319214  13.779648  0.056759  0.442826  0.035866
1151  1105.214976  983.586816  13.724711  0.032971  0.436998  0.037778
1152  1029.602038  929.719767  13.626949  0.033539  0.433668  0.044609
1153  1136.585155  1062.862172  13.512801  0.041332  0.382203  0.021463
1154  952.288338  1086.805811  13.386766  0.046121  0.439137  0.028447
1155  885.444731  995.671368  13.296874  0.019418  0.375817  0.025693
1156  1106.906276  922.122281  13.254163  0.021070  0.402738  0.036182
1157  1002.233958  1005.865021  13.013094  0.038068  0.335005  0.021654
1158  955.977564  993.533460  12.834479  0.034004  0.358304  0.021280
1159  1215.417713  1021.641277  12.561683  0.040282  0.343118  0.034639
1160  1005.193134  985.212969  12.417492  0.045516  0.360760  0.023168
1161  1084.896440  853.057495  12.364768  0.038930  0.303170  0.037326
1162  985.266668  1007.707156  20.354131  0.106978  1.757352  0.139971
1163  1102.986834  1221.322588  14.757016  0.035985  0.669002  0.037333
20  1118.487445  1732.295710  12.538490  0.036206  3.180683  0.044732
21  382.349827  796.816044  13.828560  0.045136  3.577045  0.048855
22  1569.896475  422.982504  12.224888  0.029956  2.099944  0.036799
23  891.529387  188.242349  15.334147  0.046825  3.549730  0.050565
24  1751.220078  574.209845  13.609842  0.034220  2.072755  0.046513
25  56.241256  1923.524942  12.835166  0.036569  1.493741  0.025328
26  1297.323537  1375.270390  13.242503  0.035852  1.217636  0.032719
27  1488.118843  711.692142  16.876924  0.050855  3.433582  0.048545
28  1753.418170  90.889400  11.953727  0.025826  0.665919  0.030729
29  1642.438302  568.303646  13.294781  0.035648  1.367027  0.038327
210  1678.488986  1740.152939  12.280575  0.053792  0.825660  0.049866
211  1739.603259  1835.791917  12.822335  0.022359  1.090698  0.031088
212  1148.789115  1597.820064  12.041346  0.027852  0.444817  0.019015
213  344.957008  1742.752281  14.254439  0.042265  1.712562  0.034151
214  718.512965  281.041496  15.087332  0.031016  2.043205  0.054000
215  1428.037633  133.028316  16.931826  0.068219  3.148220  0.045653
216  1127.121951  1546.611372  14.658160  0.024955  1.972151  0.027694
217  655.777058  102.397716  12.171109  0.049123  0.758000  0.020449
218  1571.251909  9.336185  12.275577  0.041039  0.621769  0.018102
219  485.314435  1015.515320  14.496904  0.034320  1.686460  0.048156
220  817.495420  365.268661  12.030053  0.024264  0.909448  0.033697
221  1070.143147  1693.405252  15.129120  0.028676  1.765725  0.037389
222  1906.835579  1968.268735  12.415785  0.020110  0.498644  0.053196
223  663.718107  1086.894432  12.772096  0.024064  0.500835  0.019417
224  104.661113  75.747321  18.063215  0.054628  3.505377  0.052877
225  132.490958  2026.488163  13.708249  0.021701  0.977420  0.025964
226  1837.928349  1239.556908  13.009041  0.018919  0.873609  0.020923
227  917.460719  1317.253864  16.972210  0.038817  2.907694  0.065040
228  1550.933281  2024.699147  12.600731  0.027445  1.142057  0.019204
229  410.610852  1761.743136  18.709763  0.090280  3.789380  0.082760
230  1124.431336  396.028646  19.162475  0.109199  4.217576  0.059675
231  1698.235229  1731.929509  13.303677  0.021047  0.905982  0.052305
232  2045.112959  1675.835349  13.694677  0.061672  0.975424  0.027951
233  626.401024  1431.764628  13.357559  0.023215  0.779956  0.034780
234  1509.132118  689.891043  15.199882  0.029745  1.858523  0.035151
235  692.760469  1140.888566  12.610073  0.028806  0.606640  0.045912
236  113.995638  1193.054527  15.663927  0.057537  2.076614  0.053521
237  1354.596634  1029.501107  12.328598  0.024445  0.218805  0.027309
238  1587.337924  1878.520099  15.784806  0.070432  2.141432  0.058941
239  1801.875976  1114.176271  12.620818  0.024211  0.891399  0.050718
240  34.228507  463.981507  18.136349  0.045994  3.538566  0.082686
241  218.312961  1036.613560  12.670783  0.034522  1.182681  0.032057
242  1359.837498  895.921237  12.527395  0.023924  0.438653  0.026987
243  1328.622097  1024.847272  13.344643  0.020347  0.784804  0.026131
244  272.436123  1350.969146  14.776390  0.026307  1.272946  0.044299
245  972.134952  1257.955883  13.755771  0.026277  0.721580  0.023206
246  906.963538  1066.791019  13.072040  0.018924  0.354545  0.045532
247  1839.510236  730.758656  12.241325  0.021329  -0.111130  0.020381
248  682.017927  41.562664  16.184595  0.040969  2.226314  0.066798
249  1418.751065  1605.278341  15.237100  0.034884  1.492208  0.032473
250  266.895991  1257.285943  12.168207  0.032017  -0.082435  0.034057
251  1741.709830  1889.609887  17.175571  0.070553  2.519251  0.049001
252  1721.734659  379.914701  12.460352  0.022403  -0.101713  0.020246
253  182.189408  1341.080787  13.005453  0.029169  0.388914  0.026195
254  1907.659493  704.416896  17.676795  0.044069  2.962729  0.097567
255  1454.929200  1297.478366  16.486151  0.050008  2.384407  0.042458
256  1158.241864  747.241060  14.860153  0.046178  1.465685  0.025745
257  393.468499  67.855577  14.583320  0.032905  1.368119  0.025704
258  928.768185  536.306015  16.897533  0.133473  2.396619  0.072196
259  1236.707912  1521.972261  14.581784  0.034176  1.207810  0.033018
260  1182.283337  1757.543533  13.417897  0.038655  0.853213  0.041932
261  1912.673697  1221.434968  13.885080  0.038392  0.723041  0.023062
262  230.649481  951.555421  13.430051  0.025794  0.612536  0.020680
263  371.761537  1519.914257  13.100549  0.023607  0.593798  0.039540
264  1809.762140  1486.714435  16.149174  0.035143  1.907972  0.034519
265  658.912431  2036.798048  12.186855  0.033156  -0.143118  0.019364
266  2036.083662  323.185234  14.827342  0.027580  1.407780  0.029665
267  943.536492  115.201276  13.173347  0.033992  0.517887  0.037167
268  30.069449  581.745117  14.996753  0.058237  1.409543  0.026840
269  656.225636  1951.609306  13.471947  0.025878  0.451105  0.035012
270  908.296719  808.730044  15.056746  0.037968  1.488891  0.042796
271  818.046407  1018.196286  16.493641  0.098802  2.206366  0.046880
272  1955.852705  1082.831805  15.263995  0.027547  1.435154  0.063854
273  1582.918977  670.702439  16.325420  0.034536  2.332844  0.031813
274  1195.124985  1694.837960  14.166475  0.022782  0.906263  0.039870
275  907.414655  1086.047727  18.022381  0.113668  2.870641  0.047319
276  1974.568767  382.387707  14.171961  0.038775  0.590683  0.042327
277  1699.181195  483.638879  15.715686  0.074327  1.449250  0.030687
278  1775.786180  1460.839395  13.638746  0.020858  0.430979  0.020306
279  1249.069160  11.638947  14.888569  0.027753  1.043342  0.047980
280  513.847813  276.839836  17.613873  0.068410  2.682389  0.050460
281  465.401028  1833.070224  13.832955  0.032281  0.562746  0.031377
282  365.075156  1318.982685  17.561609  0.053105  2.484406  0.041602
283  684.129375  757.016486  14.139586  0.041060  1.605783  0.039258
284  80.602963  1623.423692  13.839265  0.024380  1.168972  0.027054
285  261.225658  1005.265830  14.362998  0.044848  1.028063  0.031470
286  929.961976  783.859330  14.204018  0.041391  0.931942  0.042309
287  1029.245466  1551.392723  15.065422  0.033101  1.161589  0.031038
288  54.739733  448.393960  18.798906  0.127911  3.164381  0.083802
289  1205.965420  105.178082  14.259823  0.023535  1.669870  0.036635
290  1105.196827  386.914618  13.667624  0.064198  0.405909  0.033954
291  846.408374  382.672690  15.112591  0.049231  1.223950  0.051806
292  544.772712  1220.316541  17.184978  0.054139  2.495601  0.051889
293  1002.284239  1543.402733  17.377442  0.069612  2.682627  0.043802
294  1712.835105  581.328274  17.041117  0.080965  2.387167  0.062328
295  678.087359  1124.095592  14.367924  0.027398  0.722055  0.033225
296  604.732089  729.977463  15.515758  0.048543  1.422067  0.063993
297  1525.661142  1238.051635  13.150357  0.056377  0.112048  0.020137
298  603.650901  1602.616130  14.355730  0.058159  0.836366  0.035182
299  149.527020  44.460604  14.222370  0.022185  0.715144  0.033072
2100  1745.243818  1357.816752  15.750612  0.041846  1.549113  0.067217
2101  620.709682  579.505261  13.825086  0.031077  0.536810  0.034980
2102  1478.508742  1084.329954  13.687204  0.035326  0.313426  0.024927
2103  2034.820566  1911.589387  12.928232  0.046518  -0.011083  0.036569
2104  1866.005226  1181.367957  14.995666  0.036711  1.126807  0.027841
2105  1496.494105  33.060154  17.941699  0.047559  2.794587  0.095346
2106  104.975313  594.121301  16.290182  0.048897  1.783567  0.052580
2107  1484.515909  1212.075161  14.212309  0.021390  0.757355  0.036409
2108  349.995654  131.821722  13.888212  0.036496  0.753110  0.027859
2109  1038.524831  1879.301078  14.519085  0.040023  0.807676  0.028038
2110  1249.205870  108.590970  18.370122  0.123487  3.107669  0.088833
2111  1194.789953  891.609779  15.657394  0.045545  1.519309  0.040420
2112  1022.322125  1436.927433  13.926169  0.021037  0.584474  0.023082
2113  1335.376458  1915.862023  14.266545  0.055788  0.618387  0.048407
2114  331.989351  1751.633189  15.255296  0.035299  1.140365  0.040418
2115  1921.758892  1212.546802  12.746966  0.029607  -0.078141  0.024641
2116  903.637910  120.123413  14.752495  0.036562  0.841720  0.058721
2117  576.179770  435.744321  13.664869  0.032665  0.355757  0.021947
2118  357.644416  1057.711576  14.358499  0.022184  0.827472  0.046257
2119  820.194651  1467.431767  18.644877  0.050719  2.932722  0.087875
2120  1782.946925  320.043328  16.901311  0.103006  1.938444  0.063596
2121  690.721577  419.158825  15.264630  0.029863  1.076092  0.023955
2122  1909.386109  1861.293066  14.201740  0.022682  0.460171  0.034705
2123  1341.199762  362.913994  18.301682  0.072733  2.745096  0.049718
2124  339.507259  649.592141  18.849344  0.119023  3.495271  0.106186
2125  589.387204  1267.123011  13.264325  0.024305  -0.203404  0.035559
2126  568.938137  267.684713  14.582381  0.045795  1.240578  0.025959
2127  572.982375  419.489068  16.789775  0.042684  1.748241  0.055516
2128  1223.801315  265.772665  14.945666  0.035967  1.279904  0.057267
2129  1514.224170  980.054387  14.683980  0.041837  0.532987  0.035345
2130  250.804890  157.680531  16.822527  0.069800  1.845761  0.062263
2131  744.436645  669.452401  14.697562  0.039884  0.648381  0.036733
2132  1888.449406  1064.612084  14.797627  0.025638  1.406449  0.057966
2133  1699.695208  1435.541052  15.382919  0.038588  0.967865  0.038423
2134  261.453450  1212.676397  17.985471  0.072370  2.731624  0.130342
2135  129.562057  1580.969270  14.657246  0.023081  0.723554  0.034570
2136  992.880182  1180.944509  13.279407  0.025015  -0.213798  0.021352
2137  10.495639  1526.266081  15.221141  0.042405  1.030541  0.046806
2138  854.668268  1326.673698  16.357703  0.067657  1.543831  0.032261
2139  1511.458532  360.702849  18.519748  0.152793  2.875473  0.054685
2140  1567.390015  979.473476  15.621447  0.035081  1.315031  0.027014
2141  1644.696467  1446.705548  15.611691  0.035488  1.202101  0.050120
2142  235.765647  1463.706271  14.599168  0.028103  0.927570  0.022300
2143  943.413767  1399.129812  20.270514  0.149146  3.793515  0.078188
2144  1276.373533  896.311835  17.060694  0.040220  1.996912  0.046659
2145  49.618614  1341.259418  15.775087  0.043084  1.369334  0.040772
2146  982.590826  1474.160905  14.388915  0.025144  0.786917  0.036441
2147  465.273115  398.026725  14.887384  0.024315  0.723309  0.046842
2148  1067.529776  1513.292863  15.139302  0.036887  1.825074  0.040014
2149  967.706644  830.146183  17.440213  0.097286  2.029734  0.037704
2150  360.283895  445.222515  15.480853  0.029386  1.033035  0.051704
2151  45.599526  446.538192  15.306296  0.028939  0.952762  0.046043
2152  1973.351476  1174.284813  18.635453  0.077465  2.833312  0.083089
2153  1087.020367  190.327029  18.622535  0.078615  2.858509  0.111692
2154  360.401462  2031.141367  14.979066  0.059394  0.731878  0.037261
2155  1183.530583  1930.188889  14.933553  0.027590  0.957294  0.065432
2156  1308.350318  488.792096  14.953926  0.027184  0.667249  0.023984
2157  1748.922856  105.367343  13.819944  0.037429  0.015382  0.029721
2158  1958.924835  551.727630  14.386427  0.061632  0.849991  0.053154
2159  1489.165990  1847.220975  15.343392  0.025706  0.986639  0.051185
2160  1523.484869  1964.494484  15.727282  0.029154  1.301250  0.045184
2161  893.666400  785.810911  14.824926  0.046399  1.199335  0.022827
2162  777.761965  1517.662685  16.262063  0.054220  1.637229  0.068223
2163  156.834096  545.988695  14.763523  0.025885  0.573821  0.046553
2164  1491.831794  1316.948144  15.105110  0.057814  0.993915  0.026205
2165  33.979925  183.511815  15.026463  0.071802  1.347420  0.028859
2166  426.571734  333.656047  15.343348  0.064384  0.994971  0.026306
2167  1651.885817  1425.731219  15.924050  0.071582  1.322663  0.075263
2168  2011.640122  527.984988  19.044882  0.178800  2.993709  0.063746
2169  1529.223646  938.130256  15.016972  0.054940  0.800851  0.046061
2170  1612.766063  1599.711751  20.605287  0.127605  3.560046  0.183126
2171  793.433995  93.095090  19.048913  0.063775  3.249178  0.072294
2172  203.678668  940.876315  14.980998  0.038539  0.645001  0.044592
2173  970.141976  1413.551567  13.523227  0.032662  -0.104483  0.019661
2174  1114.292410  1485.954605  18.114703  0.067360  2.351101  0.061824
2175  652.595822  1849.634415  13.790587  0.059859  0.105194  0.028873
2176  1796.570889  1557.296389  14.885051  0.032282  0.786875  0.026689
2177  712.071855  1851.645488  13.460713  0.048419  -0.038227  0.040031
2178  73.767864  2025.080911  16.904336  0.048819  1.814813  0.054754
2179  24.006776  171.754966  15.646261  0.033616  1.067685  0.040132
2180  1171.775884  569.012126  14.603522  0.048796  0.571411  0.063712
2181  989.524858  1236.509097  14.162799  0.031003  0.288883  0.031295
2182  1546.557306  1190.199657  15.290407  0.046938  1.064747  0.058610
2183  95.204370  268.962284  16.186604  0.041827  1.238309  0.097963
2184  2045.656872  624.837309  15.324095  0.051948  0.756061  0.036411
2185  821.343595  314.646390  15.582174  0.042292  0.920620  0.048287
2186  1254.970956  435.195676  16.217888  0.053278  1.304139  0.096354
2187  1649.673286  4.226418  13.737575  0.036735  -0.127813  0.046080
2188  503.777177  1959.973219  15.726143  0.034667  1.099091  0.032160
2189  1041.436814  1234.294386  17.551544  0.056864  2.147068  0.058499
2190  1178.863749  762.900791  16.804309  0.067479  1.652379  0.078576
2191  1398.464314  23.705645  16.064879  0.031421  1.150846  0.056910
2192  1228.241272  1394.648549  17.653596  0.083793  1.892660  0.054944
2193  1110.819840  309.454747  16.891517  0.039491  1.379264  0.050987
2194  991.006342  1013.195072  15.330786  0.064663  1.964354  0.048274
2195  915.927305  1144.141232  15.331251  0.061244  0.529052  0.071757
2196  1076.021612  147.685585  15.436241  0.053323  0.749020  0.036972
2197  944.568551  510.491356  16.561484  0.041468  1.294783  0.052319
2198  418.958397  1787.935779  14.984707  0.047614  0.659080  0.039871
2199  1513.790817  707.287749  16.494895  0.079920  1.409925  0.058568
2200  582.207690  697.530146  15.524799  0.042250  1.818001  0.030293
2201  1463.436838  552.347571  14.848879  0.044101  0.471314  0.041672
2202  486.767385  354.225714  15.402923  0.051000  1.023186  0.031843
2203  1413.415488  208.862494  15.569479  0.073380  0.767730  0.044554
2204  255.291039  1592.492429  15.863050  0.075017  0.924586  0.052364
2205  1365.091027  1917.209934  19.954130  0.108503  2.941237  0.142503
2206  1329.252201  761.764770  15.540520  0.026848  0.769379  0.031451
2207  1938.818817  171.826026  16.047384  0.064599  1.288283  0.075744
2208  383.350741  267.091632  16.565349  0.031146  1.283758  0.058432
2209  928.978542  145.667686  20.773430  0.186636  3.571577  0.090647
2210  983.500620  998.560129  16.095750  0.048596  1.227331  0.059186
2211  1616.322380  510.020572  14.559714  0.036126  0.384511  0.039864
2212  880.879814  2013.936507  17.472895  0.041340  1.810775  0.055692
2213  542.646140  1927.535525  17.326463  0.049786  1.933820  0.035533
2214  1604.589543  12.428959  15.507171  0.038514  1.418366  0.065517
2215  1627.402091  1740.835938  18.887354  0.111155  2.829785  0.065055
2216  1729.030982  1030.884619  18.067868  0.050223  2.116522  0.092857
2217  1957.000552  1941.596210  15.533223  0.040125  0.833168  0.025692
2218  1980.109566  588.370729  15.053263  0.031654  0.615807  0.044464
2219  1750.443476  896.687013  15.766552  0.061854  0.967782  0.056800
2220  1289.326889  1156.272243  16.904435  0.044094  1.565041  0.099404
2221  311.310816  1068.890036  15.294534  0.027756  1.147913  0.035404
2222  131.099545  1268.785637  16.384486  0.080676  1.469377  0.045021
2223  1944.578892  75.681294  20.004373  0.105688  3.421632  0.105929
2224  414.856947  1299.862226  13.922504  0.031683  -0.038943  0.052529
2225  1876.986465  994.496352  19.241791  0.082299  2.935106  0.093079
2226  1827.257537  1901.521844  19.191990  0.095461  2.812838  0.066180
2227  1730.138085  191.953812  15.313609  0.031558  0.803075  0.041349
2228  1134.854808  1189.411191  15.703674  0.041845  1.870880  0.028875
2229  1869.499940  286.693463  13.850770  0.023550  -0.253657  0.031890
2230  1697.639838  457.800361  17.408903  0.043048  1.602833  0.086638
2231  1910.863070  1358.386682  15.784461  0.042464  1.257147  0.098883
2232  911.044587  913.455965  19.977041  0.271695  3.291410  0.091222
2233  2034.459272  908.814277  15.458998  0.029082  0.698123  0.045215
2234  656.653852  962.477869  15.727998  0.038726  0.838674  0.054951
2235  1626.860336  233.451530  19.240562  0.175076  2.992806  0.070103
2236  1132.257482  850.163028  15.599895  0.041732  0.958229  0.066652
2237  310.890187  734.199072  13.882635  0.027311  0.007599  0.037807
2238  766.385623  1236.616787  17.450247  0.065134  1.774778  0.101511
2239  1405.709949  336.830125  15.374317  0.048418  0.802669  0.026821
2240  1336.525180  1635.872955  15.428577  0.078207  1.080937  0.038933
2241  1137.290492  735.403260  16.837804  0.066281  1.438380  0.047876
2242  1652.419402  1520.615451  15.351763  0.038982  0.700486  0.050959
2243  1675.257833  1036.204280  16.758953  0.068574  1.527976  0.033352
2244  581.330141  1894.597592  18.364772  0.091205  2.463044  0.071934
2245  1070.841189  350.914528  15.968001  0.031395  0.980017  0.065611
2246  1561.441998  1528.886556  13.567928  0.032044  -0.308498  0.044815
2247  2001.859077  17.093156  15.783466  0.036940  1.130228  0.034885
2248  890.676470  1919.765389  17.617324  0.079827  1.956251  0.058594
2249  390.649926  292.868523  15.214445  0.049437  1.099912  0.049959
2250  77.972067  1469.824077  15.865177  0.031240  1.003583  0.054576
2251  2029.571108  196.291868  14.806369  0.036028  0.215544  0.030348
2252  958.480972  862.757349  15.440898  0.039280  1.045441  0.039619
2253  118.366156  1892.817304  17.552629  0.042977  2.007113  0.095483
2254  1302.354607  870.697612  13.103995  0.043105  -0.392441  0.020797
2255  1560.450976  2035.156516  19.795384  0.070733  3.098060  0.229287
2256  958.497449  1129.593981  15.493983  0.068990  0.863344  0.045717
2257  105.595559  1521.187865  15.604768  0.045509  0.912044  0.036296
2258  368.336464  1549.339440  16.854890  0.054830  1.658639  0.083148
2259  819.953740  1138.626401  16.543113  0.036482  1.565282  0.033546
2260  309.123764  1580.735264  15.105970  0.036993  0.673343  0.039542
2261  1097.559537  44.973084  16.444557  0.041583  1.460286  0.033844
2262  1365.767108  790.026217  15.160472  0.038987  0.777061  0.034097
2263  1215.363160  895.148794  15.752037  0.052738  1.026355  0.049702
2264  1891.047010  1230.521222  13.691119  0.029105  -0.312354  0.035696
2265  1021.122101  1317.912452  15.612716  0.026044  1.530710  0.032610
2266  527.328511  1914.100563  17.465823  0.095497  2.042318  0.050134
2267  1835.914569  982.327889  16.640800  0.038406  1.344274  0.091372
2268  1033.699276  94.359314  16.445879  0.036812  1.317794  0.037689
2269  147.572880  1999.500861  15.464246  0.034787  0.607993  0.052951
2270  1693.290174  1101.729556  17.694905  0.068700  2.241955  0.045231
2271  172.936370  1814.207418  14.829287  0.062046  0.599343  0.030024
2272  664.127479  1195.097435  15.956723  0.036337  1.214397  0.063854
2273  803.455428  627.060881  17.965070  0.095384  2.086223  0.043632
2274  635.914306  444.572020  15.196570  0.057779  0.708934  0.025490
2275  97.140342  1672.228097  18.229532  0.049360  1.892037  0.052747
2276  549.654422  430.467416  14.698487  0.042964  0.080358  0.028095
2277  143.387693  1481.544570  19.362686  0.079952  2.645293  0.070251
2278  710.978112  194.050587  15.872324  0.067267  1.022996  0.030239
2279  627.948416  443.224490  18.629075  0.100029  2.419968  0.081907
